;department;year;yield;area;production
2361;Corse_du_Sud;2000;2.0;30.0;60.0
2362;Corse_du_Sud;2001;2.0;45.0;90.0
2363;Corse_du_Sud;2002;2.0;45.0;90.0
2364;Corse_du_Sud;2003;2.0;20.0;40.0
2365;Corse_du_Sud;2004;2.0;20.0;40.0
2366;Corse_du_Sud;2005;2.0;20.0;40.0
2367;Corse_du_Sud;2006;;;
2368;Corse_du_Sud;2007;;;
2369;Corse_du_Sud;2008;;;
2370;Corse_du_Sud;2009;;;
2371;Corse_du_Sud;2010;;;
2372;Corse_du_Sud;2011;;;
2373;Corse_du_Sud;2012;;;
2374;Corse_du_Sud;2013;3.0;3.0;9.0
2375;Corse_du_Sud;2014;3.0;3.0;9.0
2376;Corse_du_Sud;2015;3.0;17.0;51.0
2377;Corse_du_Sud;2016;3.0;15.0;45.0
2378;Corse_du_Sud;2017;3.5;25.0;87.5
2379;Corse_du_Sud;2018;3.5;15.0;52.5
2462;Cote_d_Or;1982;4.44798;96700.0;430119.6
2463;Cote_d_Or;1983;;82400.0;256263.7
2464;Cote_d_Or;1984;5.11613;90500.0;463010.0
2465;Cote_d_Or;1985;4.6375;96000.0;445200.0
2466;Cote_d_Or;1986;3.93621;92800.0;365280.0
2467;Cote_d_Or;1987;4.97621;86500.0;430441.9
2468;Cote_d_Or;1988;4.69014;72850.0;341676.4
2469;Cote_d_Or;1989;5.42466;73000.0;396000.0
2470;Cote_d_Or;1990;5.44186;68800.0;374400.0
2471;Cote_d_Or;1991;5.33857;70000.0;373700.0
2472;Cote_d_Or;1992;5.66828;72500.0;410950.0
2473;Cote_d_Or;1993;5.72857;70000.0;401000.0
2474;Cote_d_Or;1994;5.44706;68000.0;370400.0
2475;Cote_d_Or;1995;5.51304;69000.0;380400.0
2476;Cote_d_Or;1996;5.596;75000.0;419700.0
2477;Cote_d_Or;1997;6.4;77000.0;492800.0
2478;Cote_d_Or;1998;6.32105;76000.0;480400.0
2479;Cote_d_Or;1999;6.0;71500.0;429000.0
2480;Cote_d_Or;2000;6.52857;70000.0;457000.0
2481;Cote_d_Or;2001;5.71168;68500.0;391250.0
2482;Cote_d_Or;2002;6.50056;70900.0;460890.0
2483;Cote_d_Or;2003;4.74224;76000.0;360410.0
2484;Cote_d_Or;2004;6.89128;78000.0;537520.0
2485;Cote_d_Or;2005;6.2913;78200.0;491980.0
2486;Cote_d_Or;2006;5.88202;73400.0;431740.0
2487;Cote_d_Or;2007;5.17767;72100.0;373310.0
2488;Cote_d_Or;2008;5.93494;74700.0;443340.0
2489;Cote_d_Or;2009;6.44161;78100.0;503090.0
2490;Cote_d_Or;2010;5.8087;69000.0;400800.0
2491;Cote_d_Or;2011;5.36091;70100.0;375800.0
2492;Cote_d_Or;2012;5.76314;75700.0;436270.0
2493;Cote_d_Or;2013;5.18778;72000.0;373520.0
2494;Cote_d_Or;2014;5.4;72100.0;388910.0
2495;Cote_d_Or;2015;6.5;73600.0;481200.0
2496;Cote_d_Or;2016;5.11;72010.0;367971.1
2497;Cote_d_Or;2017;5.84;71830.0;419487.2
2498;Cote_d_Or;2018;6.07;67000.0;406690.0
2581;Cotes_d_Armor;1982;3.36066;52216.0;175480.4
2582;Cotes_d_Armor;1983;3.89977;42196.0;164554.6
2583;Cotes_d_Armor;1984;5.24034;43126.0;225994.8
2584;Cotes_d_Armor;1985;4.77021;47000.0;224200.0
2585;Cotes_d_Armor;1986;5.48276;41147.0;225599.0
2586;Cotes_d_Armor;1987;5.34104;44248.0;236330.3
2587;Cotes_d_Armor;1988;5.40534;42310.0;228700.0
2588;Cotes_d_Armor;1989;4.4221;37330.0;165077.0
2589;Cotes_d_Armor;1990;5.06659;31114.0;157641.9
2590;Cotes_d_Armor;1991;6.06411;25451.0;154337.6
2591;Cotes_d_Armor;1992;6.37169;27253.0;173647.8
2592;Cotes_d_Armor;1993;5.45985;28281.0;154410.0
2593;Cotes_d_Armor;1994;5.5386;23031.0;127559.6
2594;Cotes_d_Armor;1995;6.18093;24156.0;149306.6
2595;Cotes_d_Armor;1996;6.69312;26781.0;179248.5
2596;Cotes_d_Armor;1997;6.09363;27019.0;164643.7
2597;Cotes_d_Armor;1998;6.17667;27519.0;169975.8
2598;Cotes_d_Armor;1999;5.97959;24500.0;146500.0
2599;Cotes_d_Armor;2000;5.98913;23000.0;137750.0
2600;Cotes_d_Armor;2001;5.91981;24904.0;147427.0
2601;Cotes_d_Armor;2002;6.47815;22819.0;147825.0
2602;Cotes_d_Armor;2003;6.16793;21741.0;134097.0
2603;Cotes_d_Armor;2004;6.56798;19200.0;126105.3
2604;Cotes_d_Armor;2005;6.42938;21086.0;135570.0
2605;Cotes_d_Armor;2006;6.45771;23436.0;151343.0
2606;Cotes_d_Armor;2007;;22363.0;120562.2
2607;Cotes_d_Armor;2008;6.5949;23243.0;153285.2
2608;Cotes_d_Armor;2009;6.76529;25587.0;173103.6
2609;Cotes_d_Armor;2010;6.49099;24058.0;156160.2
2610;Cotes_d_Armor;2011;6.57749;21830.0;143586.6
2611;Cotes_d_Armor;2012;6.70382;19870.0;133205.0
2612;Cotes_d_Armor;2013;7.14695;21830.0;156018.0
2613;Cotes_d_Armor;2014;7.3;23493.0;172592.2
2614;Cotes_d_Armor;2015;7.6;32580.0;247258.0
2615;Cotes_d_Armor;2016;6.51;38290.0;249267.9
2616;Cotes_d_Armor;2017;6.78;34550.0;234249.0
2617;Cotes_d_Armor;2018;6.42;30212.0;193961.04
2700;Creuse;1982;2.2898;17842.0;40854.7
2701;Creuse;1983;2.06486;14800.0;30560.0
2702;Creuse;1984;2.86845;18700.0;53640.0
2703;Creuse;1985;2.87083;19200.0;55120.0
2704;Creuse;1986;1.73978;18600.0;32360.0
2705;Creuse;1987;3.0;14400.0;43200.0
2706;Creuse;1988;3.03205;9905.0;30032.5
2707;Creuse;1989;3.344;10000.0;33440.0
2708;Creuse;1990;;10980.0;33576.0
2709;Creuse;1991;4.07711;9960.0;40608.0
2710;Creuse;1992;3.88147;9145.0;35496.0
2711;Creuse;1993;4.22919;9730.0;41150.0
2712;Creuse;1994;3.77909;9918.0;37481.0
2713;Creuse;1995;3.98182;8898.0;35430.2
2714;Creuse;1996;4.5362;8674.0;39347.0
2715;Creuse;1997;4.26649;8565.0;36542.5
2716;Creuse;1998;4.83711;7426.0;35920.4
2717;Creuse;1999;4.74865;7400.0;35140.0
2718;Creuse;2000;4.55915;7100.0;32370.0
2719;Creuse;2001;4.22703;6283.0;26558.4
2720;Creuse;2002;5.09796;6865.0;34997.5
2721;Creuse;2003;3.82924;7058.0;27026.8
2722;Creuse;2004;5.24428;6622.0;34727.6
2723;Creuse;2005;5.56647;6597.0;36722.0
2724;Creuse;2006;5.90315;6468.0;38181.6
2725;Creuse;2007;4.3846;6196.0;27167.0
2726;Creuse;2008;4.61797;5933.0;27398.4
2727;Creuse;2009;5.38018;6009.0;32329.5
2728;Creuse;2010;4.88393;5600.0;27350.0
2729;Creuse;2011;4.92888;5470.0;26961.0
2730;Creuse;2012;5.39083;5450.0;29380.0
2731;Creuse;2013;5.33491;5300.0;28275.0
2732;Creuse;2014;6.0;5350.0;31960.0
2733;Creuse;2015;5.7;5900.0;33920.0
2734;Creuse;2016;4.25;5780.0;24565.0
2735;Creuse;2017;5.52;5250.0;28980.0
2736;Creuse;2018;4.89;5400.0;26406.0
2819;Deux_Sevres;1982;;35000.0;104770.0
2820;Deux_Sevres;1983;3.60769;26000.0;93800.0
2821;Deux_Sevres;1984;4.54444;27000.0;122700.0
2822;Deux_Sevres;1985;4.46667;27000.0;120600.0
2823;Deux_Sevres;1986;4.275;28000.0;119700.0
2824;Deux_Sevres;1987;4.66667;24000.0;112000.0
2825;Deux_Sevres;1988;4.25;28000.0;119000.0
2826;Deux_Sevres;1989;4.26786;28000.0;119500.0
2827;Deux_Sevres;1990;4.36818;28676.0;125261.8
2828;Deux_Sevres;1991;5.43111;29874.0;162249.0
2829;Deux_Sevres;1992;5.5828;32058.0;178973.4
2830;Deux_Sevres;1993;4.98376;27371.0;136410.4
2831;Deux_Sevres;1994;5.3496;23014.0;123115.8
2832;Deux_Sevres;1995;4.64641;21345.0;99177.7
2833;Deux_Sevres;1996;5.59303;21074.0;117867.6
2834;Deux_Sevres;1997;5.15013;22484.0;115795.6
2835;Deux_Sevres;1998;5.70761;20677.0;118016.2
2836;Deux_Sevres;1999;5.43824;17000.0;92450.0
2837;Deux_Sevres;2000;5.77647;20400.0;117840.0
2838;Deux_Sevres;2001;4.7512;23861.0;113368.4
2839;Deux_Sevres;2002;6.26677;17229.0;107970.2
2840;Deux_Sevres;2003;5.4798;17857.0;97852.7
2841;Deux_Sevres;2004;5.9765;16215.0;96909.0
2842;Deux_Sevres;2005;6.31918;15597.0;98560.2
2843;Deux_Sevres;2006;6.05697;17377.0;105252.0
2844;Deux_Sevres;2007;4.94138;17947.0;88683.0
2845;Deux_Sevres;2008;5.88778;18560.0;109277.2
2846;Deux_Sevres;2009;6.17775;20539.0;126884.8
2847;Deux_Sevres;2010;5.24092;16563.0;86805.3
2848;Deux_Sevres;2011;4.82128;14100.0;67980.0
2849;Deux_Sevres;2012;6.74467;14820.0;99956.0
2850;Deux_Sevres;2013;6.01967;18300.0;110160.0
2851;Deux_Sevres;2014;6.5;20820.0;135132.0
2852;Deux_Sevres;2015;6.3;21600.0;136890.0
2853;Deux_Sevres;2016;5.39;24140.0;130114.6
2854;Deux_Sevres;2017;5.64;23415.0;132060.6
2855;Deux_Sevres;2018;6.01;21075.0;126660.75
2938;Dordogne;1982;;25000.0;55300.0
2939;Dordogne;1983;3.77143;21000.0;79200.0
2940;Dordogne;1984;3.77143;21000.0;79200.0
2941;Dordogne;1985;3.76;25000.0;94000.0
2942;Dordogne;1986;3.1;24000.0;74400.0
2943;Dordogne;1987;3.76818;22000.0;82900.0
2944;Dordogne;1988;2.74444;18000.0;49400.0
2945;Dordogne;1989;3.62;20000.0;72400.0
2946;Dordogne;1990;4.05171;18760.0;76010.0
2947;Dordogne;1991;4.29841;18719.0;80462.0
2948;Dordogne;1992;3.99701;19151.0;76546.8
2949;Dordogne;1993;3.85714;18079.0;69733.3
2950;Dordogne;1994;3.8473;13904.0;53492.8
2951;Dordogne;1995;3.66281;12048.0;44129.5
2952;Dordogne;1996;4.24683;11801.0;50116.8
2953;Dordogne;1997;3.69694;11299.0;41771.7
2954;Dordogne;1998;4.302;12039.0;51791.8
2955;Dordogne;1999;4.2;11000.0;46200.0
2956;Dordogne;2000;4.14757;10300.0;42720.0
2957;Dordogne;2001;3.90957;10971.0;42891.9
2958;Dordogne;2002;5.0024;10474.0;52395.1
2959;Dordogne;2003;4.12447;11928.0;49196.7
2960;Dordogne;2004;4.87286;10547.0;51394.1
2961;Dordogne;2005;4.4791;10941.0;49005.8
2962;Dordogne;2006;4.62174;10971.0;50705.1
2963;Dordogne;2007;4.17737;10461.0;43699.5
2964;Dordogne;2008;4.76585;9269.0;44174.7
2965;Dordogne;2009;4.67961;10703.0;50085.9
2966;Dordogne;2010;4.43562;8553.0;37937.9
2967;Dordogne;2011;3.46296;8100.0;28050.0
2968;Dordogne;2012;5.77122;6950.0;40110.0
2969;Dordogne;2013;5.57151;8950.0;49865.0
2970;Dordogne;2014;5.6;9200.0;51340.0
2971;Dordogne;2015;5.8;9640.0;55446.0
2972;Dordogne;2016;4.8;10535.0;50568.0
2973;Dordogne;2017;5.18;9780.0;50660.4
2974;Dordogne;2018;4.5;8610.0;38745.0
3057;Doubs;1982;3.86065;16146.0;62334.0
3058;Doubs;1983;;14020.0;25690.0
3059;Doubs;1984;4.60294;17000.0;78250.0
3060;Doubs;1985;4.09059;17000.0;69540.0
3061;Doubs;1986;2.76061;16500.0;45550.0
3062;Doubs;1987;4.05882;17000.0;69000.0
3063;Doubs;1988;4.25;10600.0;45050.0
3064;Doubs;1989;4.85714;10500.0;51000.0
3065;Doubs;1990;5.12621;10300.0;52800.0
3066;Doubs;1991;5.47826;9200.0;50400.0
3067;Doubs;1992;5.77826;9200.0;53160.0
3068;Doubs;1993;4.7413;9200.0;43620.0
3069;Doubs;1994;3.87978;8900.0;34530.0
3070;Doubs;1995;4.53846;9100.0;41300.0
3071;Doubs;1996;4.83663;10100.0;48850.0
3072;Doubs;1997;5.14;10000.0;51400.0
3073;Doubs;1998;5.06598;9700.0;49140.0
3074;Doubs;1999;4.23789;9500.0;40260.0
3075;Doubs;2000;5.02941;8500.0;42750.0
3076;Doubs;2001;4.7457;8674.0;41164.2
3077;Doubs;2002;5.17078;8110.0;41935.0
3078;Doubs;2003;4.29072;8299.0;35608.7
3079;Doubs;2004;5.76011;7879.0;45383.9
3080;Doubs;2005;5.2816;8403.0;44381.3
3081;Doubs;2006;5.02219;7807.0;39208.2
3082;Doubs;2007;4.47681;7379.0;33034.4
3083;Doubs;2008;5.08195;7080.0;35980.2
3084;Doubs;2009;5.44401;7305.0;39768.5
3085;Doubs;2010;6.15672;6677.0;41108.4
3086;Doubs;2011;5.21544;6475.0;33770.0
3087;Doubs;2012;5.18915;6360.0;33003.0
3088;Doubs;2013;5.34332;6545.0;34972.0
3089;Doubs;2014;6.3;6905.0;43592.5
3090;Doubs;2015;6.8;7155.0;48704.5
3091;Doubs;2016;4.63;6690.0;30974.7
3092;Doubs;2017;6.08;6910.0;42012.8
3093;Doubs;2018;5.02;6730.0;33784.6
3176;Drome;1982;3.66875;16000.0;58700.0
3177;Drome;1983;3.58633;14480.0;51930.0
3178;Drome;1984;4.43059;15200.0;67345.0
3179;Drome;1985;3.7;15400.0;56980.0
3180;Drome;1986;2.99445;16230.0;48600.0
3181;Drome;1987;4.76;12500.0;59500.0
3182;Drome;1988;4.10969;9800.0;40275.0
3183;Drome;1989;4.47917;12000.0;53750.0
3184;Drome;1990;4.29661;11800.0;50700.0
3185;Drome;1991;3.86696;11500.0;44470.0
3186;Drome;1992;4.41963;10700.0;47290.0
3187;Drome;1993;4.21882;8500.0;35860.0
3188;Drome;1994;3.96119;6700.0;26540.0
3189;Drome;1995;4.13846;6500.0;26900.0
3190;Drome;1996;3.97532;7700.0;30610.0
3191;Drome;1997;3.41176;8500.0;29000.0
3192;Drome;1998;5.3;8400.0;44520.0
3193;Drome;1999;4.96329;7900.0;39210.0
3194;Drome;2000;5.36107;6550.0;35115.0
3195;Drome;2001;4.31931;6534.0;28222.4
3196;Drome;2002;5.56697;6357.0;35389.2
3197;Drome;2003;3.74014;7569.0;28309.1
3198;Drome;2004;5.02431;7170.0;36024.3
3199;Drome;2005;4.82111;8153.0;39306.5
3200;Drome;2006;5.22204;8712.0;45494.4
3201;Drome;2007;4.40535;8748.0;38538.0
3202;Drome;2008;5.33725;8258.0;44075.0
3203;Drome;2009;4.46571;9301.0;41535.6
3204;Drome;2010;5.6514;7506.0;42419.4
3205;Drome;2011;4.7;7000.0;32900.0
3206;Drome;2012;5.65714;6300.0;35640.0
3207;Drome;2013;5.53531;7080.0;39190.0
3208;Drome;2014;4.7;7310.0;34008.0
3209;Drome;2015;5.1;7910.0;40463.0
3210;Drome;2016;5.57;8100.0;45117.0
3211;Drome;2017;5.37;8020.0;43067.4
3212;Drome;2018;4.51;7545.0;34027.95
3295;Essonne;1982;4.88462;14300.0;69850.0
3296;Essonne;1983;4.52207;14500.0;65570.0
3297;Essonne;1984;6.25167;12000.0;75020.0
3298;Essonne;1985;5.73235;13600.0;77960.0
3299;Essonne;1986;5.15531;11590.0;59750.0
3300;Essonne;1987;6.2102;9800.0;60860.0
3301;Essonne;1988;6.36992;11585.0;73795.5
3302;Essonne;1989;5.55;11000.0;61050.0
3303;Essonne;1990;6.04091;11000.0;66450.0
3304;Essonne;1991;7.00769;11700.0;81990.0
3305;Essonne;1992;5.81364;13200.0;76740.0
3306;Essonne;1993;6.5622;12700.0;83340.0
3307;Essonne;1994;6.33457;12150.0;76965.0
3308;Essonne;1995;5.73953;12900.0;74040.0
3309;Essonne;1996;5.9;15000.0;88500.0
3310;Essonne;1997;6.63548;15500.0;102850.0
3311;Essonne;1998;6.94222;13500.0;93720.0
3312;Essonne;1999;6.51642;13400.0;87320.0
3313;Essonne;2000;6.54324;11840.0;77472.0
3314;Essonne;2001;5.92697;14296.0;84732.0
3315;Essonne;2002;6.83809;13852.0;94721.2
3316;Essonne;2003;6.02308;15082.0;90840.1
3317;Essonne;2004;7.27016;13477.0;97979.9
3318;Essonne;2005;6.23823;12230.0;76293.6
3319;Essonne;2006;5.98904;12561.0;75228.3
3320;Essonne;2007;6.31154;13947.0;88027.0
3321;Essonne;2008;7.61862;16727.0;127436.6
3322;Essonne;2009;7.67497;15730.0;120727.2
3323;Essonne;2010;6.63051;12599.0;83537.8
3324;Essonne;2011;5.72822;13517.0;77428.3
3325;Essonne;2012;7.74118;14010.0;108454.0
3326;Essonne;2013;7.09431;14590.0;103506.0
3327;Essonne;2014;7.6;15100.0;114300.0
3328;Essonne;2015;7.4;15210.0;111839.0
3329;Essonne;2016;5.13;15340.0;78694.2
3330;Essonne;2017;7.12;16320.0;116198.4
3331;Essonne;2018;6.93;16560.0;114760.8
3414;Eure;1982;5.44;30000.0;163200.0
3415;Eure;1983;5.18519;27000.0;140000.0
3416;Eure;1984;6.56522;23000.0;151000.0
3417;Eure;1985;6.13333;27000.0;165600.0
3418;Eure;1986;6.49623;26500.0;172150.0
3419;Eure;1987;6.5629;31000.0;203450.0
3420;Eure;1988;7.05245;29820.0;210304.0
3421;Eure;1989;7.11786;27150.0;193250.0
3422;Eure;1990;6.83532;33550.0;229325.0
3423;Eure;1991;7.51108;36100.0;271150.0
3424;Eure;1992;7.25035;35350.0;256300.0
3425;Eure;1993;;25000.0;144600.0
3426;Eure;1994;7.0175;20000.0;140350.0
3427;Eure;1995;6.86957;23000.0;158000.0
3428;Eure;1996;7.034;25000.0;175850.0
3429;Eure;1997;6.65455;27500.0;183000.0
3430;Eure;1998;7.62941;25500.0;194550.0
3431;Eure;1999;7.61026;19500.0;148400.0
3432;Eure;2000;7.14754;24400.0;174400.0
3433;Eure;2001;6.86496;30797.0;211420.1
3434;Eure;2002;7.64988;27410.0;209683.2
3435;Eure;2003;6.17665;25624.0;158270.4
3436;Eure;2004;7.59998;23107.0;175612.7
3437;Eure;2005;7.43579;23001.0;171030.5
3438;Eure;2006;6.95281;26010.0;180842.5
3439;Eure;2007;6.97518;25011.0;174456.3
3440;Eure;2008;;27514.0;242318.6
3441;Eure;2009;8.17314;31501.0;257462.0
3442;Eure;2010;7.66075;26251.0;201102.3
3443;Eure;2011;6.47624;20675.0;133896.3
3444;Eure;2012;8.36882;22678.0;189788.0
3445;Eure;2013;7.54286;25200.0;190080.0
3446;Eure;2014;8.1;27785.0;225239.5
3447;Eure;2015;;31350.0;265075.0
3448;Eure;2016;6.48;36350.0;235548.0
3449;Eure;2017;7.42;33380.0;247679.6
3450;Eure;2018;7.03;32530.0;228685.9
3533;Eure_et_Loir;1982;4.80845;35500.0;170700.0
3534;Eure_et_Loir;1983;5.11176;34000.0;173800.0
3535;Eure_et_Loir;1984;6.88812;32000.0;220420.0
3536;Eure_et_Loir;1985;6.38333;36000.0;229800.0
3537;Eure_et_Loir;1986;6.04474;38000.0;229700.0
3538;Eure_et_Loir;1987;;35000.0;254000.0
3539;Eure_et_Loir;1988;6.75532;37600.0;254000.0
3540;Eure_et_Loir;1989;7.05263;38000.0;268000.0
3541;Eure_et_Loir;1990;7.14941;42500.0;303850.0
3542;Eure_et_Loir;1991;;52500.0;415050.0
3543;Eure_et_Loir;1992;6.66429;56000.0;373200.0
3544;Eure_et_Loir;1993;6.38142;56500.0;360550.0
3545;Eure_et_Loir;1994;6.775;40000.0;271000.0
3546;Eure_et_Loir;1995;6.625;44000.0;291500.0
3547;Eure_et_Loir;1996;6.66111;54000.0;359700.0
3548;Eure_et_Loir;1997;7.02655;56500.0;397000.0
3549;Eure_et_Loir;1998;;50000.0;393900.0
3550;Eure_et_Loir;1999;7.51988;48300.0;363210.0
3551;Eure_et_Loir;2000;7.29439;53500.0;390250.0
3552;Eure_et_Loir;2001;6.60455;66303.0;437901.6
3553;Eure_et_Loir;2002;7.71088;63066.0;486294.4
3554;Eure_et_Loir;2003;6.0246;61946.0;373199.6
3555;Eure_et_Loir;2004;8.14622;53000.0;431749.5
3556;Eure_et_Loir;2005;7.85905;50034.0;393219.8
3557;Eure_et_Loir;2006;7.16459;56438.0;404355.4
3558;Eure_et_Loir;2007;7.01662;62562.0;438974.0
3559;Eure_et_Loir;2008;;70750.0;605430.2
3560;Eure_et_Loir;2009;7.75964;68482.0;531396.0
3561;Eure_et_Loir;2010;7.3595;53245.0;391856.8
3562;Eure_et_Loir;2011;6.83626;51300.0;350700.0
3563;Eure_et_Loir;2012;8.26106;56500.0;466750.0
3564;Eure_et_Loir;2013;7.28571;57400.0;418200.0
3565;Eure_et_Loir;2014;8.4;62250.0;524070.0
3566;Eure_et_Loir;2015;8.3;62350.0;518305.0
3567;Eure_et_Loir;2016;5.98;64720.0;387025.6
3568;Eure_et_Loir;2017;7.54;64335.0;485085.9
3569;Eure_et_Loir;2018;7.14;63960.0;456674.4
3652;Finistere;1982;3.27632;38000.0;124500.0
3653;Finistere;1983;3.84;30000.0;115200.0
3654;Finistere;1984;4.73333;30000.0;142000.0
3655;Finistere;1985;4.61538;32500.0;150000.0
3656;Finistere;1986;4.75758;33000.0;157000.0
3657;Finistere;1987;4.98824;34000.0;169600.0
3658;Finistere;1988;5.35;32000.0;171200.0
3659;Finistere;1989;3.18529;34000.0;108300.0
3660;Finistere;1990;4.88889;27000.0;132000.0
3661;Finistere;1991;5.45;20000.0;109000.0
3662;Finistere;1992;6.14;20000.0;122800.0
3663;Finistere;1993;5.28372;21500.0;113600.0
3664;Finistere;1994;5.67;20000.0;113400.0
3665;Finistere;1995;6.13;20000.0;122600.0
3666;Finistere;1996;6.23333;21000.0;130900.0
3667;Finistere;1997;5.7;20000.0;114000.0
3668;Finistere;1998;6.05263;19000.0;115000.0
3669;Finistere;1999;6.27353;17000.0;106650.0
3670;Finistere;2000;5.87647;17000.0;99900.0
3671;Finistere;2001;6.42424;15939.0;102396.0
3672;Finistere;2002;5.9;16064.0;94777.6
3673;Finistere;2003;6.35845;19272.0;122540.0
3674;Finistere;2004;6.71779;14918.0;100216.0
3675;Finistere;2005;6.43304;17947.0;115453.7
3676;Finistere;2006;6.3;19491.0;122793.3
3677;Finistere;2007;;18923.0;98449.7
3678;Finistere;2008;6.69407;20294.0;135849.4
3679;Finistere;2009;6.97237;23601.0;164555.0
3680;Finistere;2010;6.28974;22497.0;141500.3
3681;Finistere;2011;6.06699;21570.0;130865.0
3682;Finistere;2012;6.2;21030.0;130386.0
3683;Finistere;2013;7.25749;22960.0;166632.0
3684;Finistere;2014;7.3;23200.0;168547.6
3685;Finistere;2015;7.4;28810.0;213587.0
3686;Finistere;2016;6.43;32720.0;210389.6
3687;Finistere;2017;6.63;30590.0;202811.7
3688;Finistere;2018;6.73;29200.0;196516.0
3771;Gard;1982;2.45;8000.0;19600.0
3772;Gard;1983;3.0;7000.0;21000.0
3773;Gard;1984;3.70968;6200.0;23000.0
3774;Gard;1985;3.1;6000.0;18600.0
3775;Gard;1986;2.93976;4150.0;12200.0
3776;Gard;1987;3.75335;3730.0;14000.0
3777;Gard;1988;2.60294;3400.0;8850.0
3778;Gard;1989;3.09524;4200.0;13000.0
3779;Gard;1990;2.99;4000.0;11960.0
3780;Gard;1991;3.54;2000.0;7080.0
3781;Gard;1992;3.0;2300.0;6900.0
3782;Gard;1993;3.55862;1450.0;5160.0
3783;Gard;1994;3.175;1200.0;3810.0
3784;Gard;1995;3.22857;1400.0;4520.0
3785;Gard;1996;3.35714;1400.0;4700.0
3786;Gard;1997;;1750.0;4000.0
3787;Gard;1998;3.77778;1800.0;6800.0
3788;Gard;1999;3.8;1650.0;6270.0
3789;Gard;2000;3.8;1400.0;5320.0
3790;Gard;2001;3.0;1650.0;4950.0
3791;Gard;2002;3.76609;1150.0;4331.0
3792;Gard;2003;3.3275;1000.0;3327.5
3793;Gard;2004;3.78901;910.0;3448.0
3794;Gard;2005;3.7;1035.0;3829.5
3795;Gard;2006;3.44255;1610.0;5542.5
3796;Gard;2007;4.35411;2005.0;8730.0
3797;Gard;2008;4.42531;2315.0;10244.6
3798;Gard;2009;4.0;2620.0;10480.0
3799;Gard;2010;4.11885;2440.0;10050.0
3800;Gard;2011;3.78088;2510.0;9490.0
3801;Gard;2012;3.81587;2615.0;9978.5
3802;Gard;2013;4.41204;3240.0;14295.0
3803;Gard;2014;3.5;3350.0;11638.0
3804;Gard;2015;3.9;3220.0;12485.0
3805;Gard;2016;4.18;2800.0;11704.0
3806;Gard;2017;4.45;2340.0;10413.0
3807;Gard;2018;3.64;2680.0;9755.2
3890;Gers;1982;2.72791;35080.0;95695.0
3891;Gers;1983;4.26286;35000.0;149200.0
3892;Gers;1984;5.03103;29000.0;145900.0
3893;Gers;1985;4.69412;34000.0;159600.0
3894;Gers;1986;4.27059;34000.0;145200.0
3895;Gers;1987;5.21333;30000.0;156400.0
3896;Gers;1988;3.72222;31500.0;117250.0
3897;Gers;1989;4.56;35000.0;159600.0
3898;Gers;1990;4.21;40000.0;168400.0
3899;Gers;1991;4.76923;39000.0;186000.0
3900;Gers;1992;4.70882;34000.0;160100.0
3901;Gers;1993;4.18889;22500.0;94250.0
3902;Gers;1994;4.01875;16000.0;64300.0
3903;Gers;1995;4.16923;13000.0;54200.0
3904;Gers;1996;5.46667;12000.0;65600.0
3905;Gers;1997;3.62;15000.0;54300.0
3906;Gers;1998;5.17692;13000.0;67300.0
3907;Gers;1999;4.1;10000.0;41000.0
3908;Gers;2000;4.66981;10600.0;49500.0
3909;Gers;2001;4.54364;13511.0;61389.1
3910;Gers;2002;5.49002;13017.0;71463.6
3911;Gers;2003;4.13065;11570.0;47791.6
3912;Gers;2004;5.18799;9149.0;47464.9
3913;Gers;2005;5.39877;10185.0;54986.5
3914;Gers;2006;5.2225;12790.0;66795.8
3915;Gers;2007;3.75684;13053.0;49038.0
3916;Gers;2008;5.13964;14612.0;75100.4
3917;Gers;2009;4.34358;14342.0;62295.6
3918;Gers;2010;5.04759;10875.0;54892.5
3919;Gers;2011;3.98936;10271.0;40974.7
3920;Gers;2012;6.01441;12030.0;72353.4
3921;Gers;2013;4.78248;15993.0;76486.2
3922;Gers;2014;5.1;18916.0;96673.2
3923;Gers;2015;4.8;17600.0;85190.0
3924;Gers;2016;5.47;17370.0;95013.9
3925;Gers;2017;5.15;16010.0;82451.5
3926;Gers;2018;4.38;15020.0;65787.6
4009;Gironde;1982;;5000.0;10750.0
4010;Gironde;1983;3.02601;3772.0;11414.1
4011;Gironde;1984;4.10323;3100.0;12720.0
4012;Gironde;1985;3.60714;4200.0;15150.0
4013;Gironde;1986;3.42584;2589.0;8869.5
4014;Gironde;1987;3.83333;2100.0;8050.0
4015;Gironde;1988;2.95745;1410.0;4170.0
4016;Gironde;1989;4.0;2000.0;8000.0
4017;Gironde;1990;4.18948;2290.0;9593.9
4018;Gironde;1991;5.21347;2101.0;10953.5
4019;Gironde;1992;4.4458;2288.0;10172.0
4020;Gironde;1993;4.5;1884.0;8478.0
4021;Gironde;1994;4.21335;1610.0;6783.5
4022;Gironde;1995;4.09524;1323.0;5418.0
4023;Gironde;1996;4.65197;1241.0;5773.1
4024;Gironde;1997;4.61285;1253.0;5779.9
4025;Gironde;1998;5.00481;1581.0;7912.6
4026;Gironde;1999;4.63333;1200.0;5560.0
4027;Gironde;2000;4.32;1000.0;4320.0
4028;Gironde;2001;4.26933;1203.0;5136.0
4029;Gironde;2002;;1315.0;7279.3
4030;Gironde;2003;4.43993;1818.0;8071.8
4031;Gironde;2004;4.76707;1837.0;8757.1
