;department;year;yield;area;production
4032;Gironde;2005;4.36755;1846.0;8062.5
4033;Gironde;2006;4.85425;1364.0;6621.2
4034;Gironde;2007;4.24162;1485.0;6298.8
4035;Gironde;2008;4.67615;1178.0;5508.5
4036;Gironde;2009;4.44812;1384.0;6156.2
4037;Gironde;2010;4.46869;776.0;3467.7
4038;Gironde;2011;4.4;1000.0;4400.0
4039;Gironde;2012;5.57647;850.0;4740.0
4040;Gironde;2013;4.66257;935.0;4359.5
4041;Gironde;2014;5.8;1000.0;5760.0
4042;Gironde;2015;5.6;1377.0;7696.6
4043;Gironde;2016;5.21;1540.0;8023.4
4044;Gironde;2017;5.24;1065.0;5580.6
4045;Gironde;2018;4.5;1110.0;4995.0
4128;Haut_Rhin;1982;4.26129;15500.0;66050.0
4129;Haut_Rhin;1983;3.47073;12300.0;42690.0
4130;Haut_Rhin;1984;5.38028;11271.0;60641.1
4131;Haut_Rhin;1985;5.4;10500.0;56700.0
4132;Haut_Rhin;1986;4.05882;10200.0;41400.0
4133;Haut_Rhin;1987;4.72778;9000.0;42550.0
4134;Haut_Rhin;1988;5.15588;6800.0;35060.0
4135;Haut_Rhin;1989;4.89649;5700.0;27910.0
4136;Haut_Rhin;1990;5.25783;5781.0;30395.5
4137;Haut_Rhin;1991;5.12238;5067.0;25955.1
4138;Haut_Rhin;1992;5.50382;4159.0;22890.4
4139;Haut_Rhin;1993;5.45318;3065.0;16714.0
4140;Haut_Rhin;1994;5.36458;2363.0;12676.5
4141;Haut_Rhin;1995;5.47198;2109.0;11540.4
4142;Haut_Rhin;1996;5.90253;2052.0;12112.0
4143;Haut_Rhin;1997;5.71267;2242.0;12807.8
4144;Haut_Rhin;1998;;2040.0;12556.0
4145;Haut_Rhin;1999;5.3878;1885.0;10156.0
4146;Haut_Rhin;2000;6.19081;1850.0;11453.0
4147;Haut_Rhin;2001;5.54657;1591.0;8824.6
4148;Haut_Rhin;2002;5.95475;1580.0;9408.5
4149;Haut_Rhin;2003;4.81585;1476.0;7108.2
4150;Haut_Rhin;2004;6.46722;1629.0;10535.1
4151;Haut_Rhin;2005;5.73365;1492.0;8554.6
4152;Haut_Rhin;2006;5.84387;1345.0;7860.0
4153;Haut_Rhin;2007;5.10132;1289.0;6575.6
4154;Haut_Rhin;2008;6.02279;1448.0;8721.0
4155;Haut_Rhin;2009;6.88866;1552.0;10691.2
4156;Haut_Rhin;2010;6.7722;1457.0;9867.1
4157;Haut_Rhin;2011;6.8131;1450.0;9879.0
4158;Haut_Rhin;2012;6.5;1365.0;8872.5
4159;Haut_Rhin;2013;5.84848;1320.0;7720.0
4160;Haut_Rhin;2014;;;
4161;Haut_Rhin;2015;;;
4162;Haut_Rhin;2016;5.11;2000.0;10220.0
4163;Haut_Rhin;2017;6.94;1900.0;13186.0
4164;Haut_Rhin;2018;7.04;1840.0;12953.6
4247;Haute_Corse;1982;2.1;250.0;525.0
4248;Haute_Corse;1983;3.7;600.0;2220.0
4249;Haute_Corse;1984;3.0;630.0;1890.0
4250;Haute_Corse;1985;3.0;770.0;2310.0
4251;Haute_Corse;1986;3.4;820.0;2788.0
4252;Haute_Corse;1987;3.6;850.0;3060.0
4253;Haute_Corse;1988;3.0;970.0;2910.0
4254;Haute_Corse;1989;2.5;1000.0;2500.0
4255;Haute_Corse;1990;3.0;964.0;2892.0
4256;Haute_Corse;1991;3.2;791.0;2531.2
4257;Haute_Corse;1992;4.1;682.0;2796.2
4258;Haute_Corse;1993;3.8;736.0;2796.8
4259;Haute_Corse;1994;3.0;752.0;2256.0
4260;Haute_Corse;1995;3.8;645.0;2451.0
4261;Haute_Corse;1996;2.5;623.0;1557.5
4262;Haute_Corse;1997;2.0;451.0;902.0
4263;Haute_Corse;1998;2.0;435.0;870.0
4264;Haute_Corse;1999;2.5;350.0;875.0
4265;Haute_Corse;2000;2.5;350.0;875.0
4266;Haute_Corse;2001;2.0;397.0;794.0
4267;Haute_Corse;2002;3.0;295.0;885.0
4268;Haute_Corse;2003;;391.0;586.5
4269;Haute_Corse;2004;3.0;330.0;990.0
4270;Haute_Corse;2005;3.0;337.0;1011.0
4271;Haute_Corse;2006;3.0;287.0;861.0
4272;Haute_Corse;2007;3.0;351.0;1053.0
4273;Haute_Corse;2008;2.5;301.0;752.5
4274;Haute_Corse;2009;3.0;243.0;729.0
4275;Haute_Corse;2010;2.5;232.0;580.0
4276;Haute_Corse;2011;2.5;240.0;600.0
4277;Haute_Corse;2012;3.0;230.0;690.0
4278;Haute_Corse;2013;3.0;255.0;765.0
4279;Haute_Corse;2014;3.0;268.0;804.0
4280;Haute_Corse;2015;3.0;300.0;900.0
4281;Haute_Corse;2016;3.0;270.0;810.0
4282;Haute_Corse;2017;3.5;270.0;945.0
4283;Haute_Corse;2018;3.5;275.0;962.5
4366;Haute_Garonne;1982;2.98462;26000.0;77600.0
4367;Haute_Garonne;1983;4.35714;21000.0;91500.0
4368;Haute_Garonne;1984;4.875;20000.0;97500.0
4369;Haute_Garonne;1985;4.85556;22500.0;109250.0
4370;Haute_Garonne;1986;4.76667;24000.0;114400.0
4371;Haute_Garonne;1987;5.30638;23500.0;124700.0
4372;Haute_Garonne;1988;4.27273;22000.0;94000.0
4373;Haute_Garonne;1989;4.71489;23500.0;110800.0
4374;Haute_Garonne;1990;4.16316;28500.0;118650.0
4375;Haute_Garonne;1991;5.00769;26000.0;130200.0
4376;Haute_Garonne;1992;4.8;24000.0;115200.0
4377;Haute_Garonne;1993;4.57778;22500.0;103000.0
4378;Haute_Garonne;1994;3.99167;12000.0;47900.0
4379;Haute_Garonne;1995;4.69237;11800.0;55370.0
4380;Haute_Garonne;1996;5.044;12500.0;63050.0
4381;Haute_Garonne;1997;3.9;13000.0;50700.0
4382;Haute_Garonne;1998;5.1;12000.0;61200.0
4383;Haute_Garonne;1999;4.3;10500.0;45150.0
4384;Haute_Garonne;2000;5.0701;9700.0;49180.0
4385;Haute_Garonne;2001;4.50488;10449.0;47071.5
4386;Haute_Garonne;2002;4.93215;9421.0;46465.8
4387;Haute_Garonne;2003;4.18823;8600.0;36018.8
4388;Haute_Garonne;2004;4.95359;7951.0;39386.0
4389;Haute_Garonne;2005;5.12102;7950.0;40712.1
4390;Haute_Garonne;2006;4.47438;9999.0;44739.3
4391;Haute_Garonne;2007;3.69944;11170.0;41322.8
4392;Haute_Garonne;2008;5.37103;11820.0;63485.6
4393;Haute_Garonne;2009;3.92169;12128.0;47562.2
4394;Haute_Garonne;2010;4.68744;8680.0;40687.0
4395;Haute_Garonne;2011;3.99868;8924.0;35684.2
4396;Haute_Garonne;2012;5.74824;8736.0;50216.6
4397;Haute_Garonne;2013;4.97479;11859.0;58996.0
4398;Haute_Garonne;2014;4.6;14070.0;64725.0
4399;Haute_Garonne;2015;5.1;12690.0;64382.0
4400;Haute_Garonne;2016;5.31;12100.0;64251.0
4401;Haute_Garonne;2017;5.23;11660.0;60981.8
4402;Haute_Garonne;2018;4.37;9535.0;41667.95
4485;Haute_Loire;1982;1.90458;15300.0;29140.0
4486;Haute_Loire;1983;1.56443;14900.0;23310.0
4487;Haute_Loire;1984;2.69655;14500.0;39100.0
4488;Haute_Loire;1985;3.33103;14500.0;48300.0
4489;Haute_Loire;1986;2.14706;15300.0;32850.0
4490;Haute_Loire;1987;3.8898;14700.0;57180.0
4491;Haute_Loire;1988;3.22727;13200.0;42600.0
4492;Haute_Loire;1989;3.34706;13600.0;45520.0
4493;Haute_Loire;1990;4.30084;13851.0;59571.0
4494;Haute_Loire;1991;3.69148;13704.0;50588.1
4495;Haute_Loire;1992;4.6296;13571.0;62828.3
4496;Haute_Loire;1993;4.95997;13291.0;65923.0
4497;Haute_Loire;1994;4.16525;12965.0;54002.5
4498;Haute_Loire;1995;4.0;12568.0;50272.0
4499;Haute_Loire;1996;5.81077;12063.0;70095.3
4500;Haute_Loire;1997;3.91716;11920.0;46692.6
4501;Haute_Loire;1998;5.76792;11791.0;68009.6
4502;Haute_Loire;1999;4.73148;10800.0;51100.0
4503;Haute_Loire;2000;5.24032;10590.0;55495.0
4504;Haute_Loire;2001;4.67328;10846.0;50686.4
4505;Haute_Loire;2002;4.86461;10355.0;50373.0
4506;Haute_Loire;2003;;10600.0;34191.8
4507;Haute_Loire;2004;4.51706;9698.0;43806.4
4508;Haute_Loire;2005;4.81768;9449.0;45522.3
4509;Haute_Loire;2006;4.56842;8695.0;39722.4
4510;Haute_Loire;2007;4.99915;8377.0;41877.9
4511;Haute_Loire;2008;4.70089;8382.0;39402.9
4512;Haute_Loire;2009;4.51509;8941.0;40369.4
4513;Haute_Loire;2010;5.0879;7495.0;38133.8
4514;Haute_Loire;2011;;7200.0;29660.0
4515;Haute_Loire;2012;4.828;6250.0;30175.0
4516;Haute_Loire;2013;5.3048;6250.0;33155.0
4517;Haute_Loire;2014;5.0;6450.0;32265.0
4518;Haute_Loire;2015;5.1;7050.0;35640.0
4519;Haute_Loire;2016;5.36;6650.0;35644.0
4520;Haute_Loire;2017;4.89;6800.0;33252.0
4521;Haute_Loire;2018;4.59;6570.0;30156.3
4604;Haute_Marne;1982;4.11613;62000.0;255200.0
4605;Haute_Marne;1983;2.7333;53370.0;145876.0
4606;Haute_Marne;1984;4.78846;52000.0;249000.0
4607;Haute_Marne;1985;4.69259;54000.0;253400.0
4608;Haute_Marne;1986;3.5;54000.0;189000.0
4609;Haute_Marne;1987;5.11573;44500.0;227650.0
4610;Haute_Marne;1988;4.86755;49000.0;238510.0
4611;Haute_Marne;1989;5.35155;48500.0;259550.0
4612;Haute_Marne;1990;5.71702;47000.0;268700.0
4613;Haute_Marne;1991;5.27551;49000.0;258500.0
4614;Haute_Marne;1992;5.34688;48000.0;256650.0
4615;Haute_Marne;1993;5.39268;41000.0;221100.0
4616;Haute_Marne;1994;4.93333;34500.0;170200.0
4617;Haute_Marne;1995;5.43231;32500.0;176550.0
4618;Haute_Marne;1996;5.45278;36000.0;196300.0
4619;Haute_Marne;1997;5.835;40000.0;233400.0
4620;Haute_Marne;1998;6.05;40000.0;242000.0
4621;Haute_Marne;1999;6.13243;37000.0;226900.0
4622;Haute_Marne;2000;6.51;38000.0;247380.0
4623;Haute_Marne;2001;5.47525;43963.0;240708.3
4624;Haute_Marne;2002;6.24069;44427.0;277255.0
4625;Haute_Marne;2003;5.04055;48275.0;243332.5
4626;Haute_Marne;2004;6.27759;48031.0;301518.7
4627;Haute_Marne;2005;5.90868;48817.0;288443.9
4628;Haute_Marne;2006;5.80425;48152.0;279486.2
4629;Haute_Marne;2007;4.99181;47730.0;238259.0
4630;Haute_Marne;2008;5.93733;51332.0;304774.8
4631;Haute_Marne;2009;6.53249;52104.0;340368.8
4632;Haute_Marne;2010;5.92855;47886.0;283894.7
4633;Haute_Marne;2011;5.34607;49430.0;264256.4
4634;Haute_Marne;2012;6.18389;58760.0;363365.6
4635;Haute_Marne;2013;5.11061;53800.0;274951.0
4636;Haute_Marne;2014;5.4;56370.0;304213.5
4637;Haute_Marne;2015;6.2;53110.0;331301.7
4638;Haute_Marne;2016;5.03;52580.0;264477.4
4639;Haute_Marne;2017;5.1;54930.0;280143.0
4640;Haute_Marne;2018;5.73;48700.0;279051.0
4723;Haute_Saone;1982;4.04074;29511.0;119246.2
4724;Haute_Saone;1983;;25032.0;50578.0
4725;Haute_Saone;1984;5.06747;28585.0;144853.6
4726;Haute_Saone;1985;4.74746;29500.0;140050.0
4727;Haute_Saone;1986;3.14486;26240.0;82521.0
4728;Haute_Saone;1987;4.57266;26960.0;123279.0
4729;Haute_Saone;1988;4.29732;22400.0;96260.0
4730;Haute_Saone;1989;5.21628;21500.0;112150.0
4731;Haute_Saone;1990;5.65481;20800.0;117620.0
4732;Haute_Saone;1991;5.9886;21050.0;126060.0
4733;Haute_Saone;1992;6.23379;21900.0;136520.0
4734;Haute_Saone;1993;5.56341;20500.0;114050.0
4735;Haute_Saone;1994;4.84216;18500.0;89580.0
4736;Haute_Saone;1995;5.53555;17300.0;95765.0
4737;Haute_Saone;1996;5.54595;18500.0;102600.0
4738;Haute_Saone;1997;5.67136;19900.0;112860.0
4739;Haute_Saone;1998;6.29949;19500.0;122840.0
4740;Haute_Saone;1999;4.83673;19600.0;94800.0
4741;Haute_Saone;2000;6.07317;16400.0;99600.0
4742;Haute_Saone;2001;5.16528;16666.0;86084.5
4743;Haute_Saone;2002;6.6852;17330.0;115854.5
4744;Haute_Saone;2003;5.39517;17844.0;96271.4
4745;Haute_Saone;2004;7.10306;16946.0;120368.4
4746;Haute_Saone;2005;5.91398;17572.0;103920.4
4747;Haute_Saone;2006;6.0623;16653.0;100955.5
4748;Haute_Saone;2007;5.05691;16306.0;82458.0
4749;Haute_Saone;2008;6.0224;16885.0;101688.2
4750;Haute_Saone;2009;6.38601;17608.0;112444.8
4751;Haute_Saone;2010;6.40121;15233.0;97509.7
4752;Haute_Saone;2011;5.57602;15260.0;85090.0
4753;Haute_Saone;2012;5.5487;15770.0;87503.0
4754;Haute_Saone;2013;5.55922;15165.0;84305.5
4755;Haute_Saone;2014;6.0;16225.0;97340.0
4756;Haute_Saone;2015;7.0;16155.0;112851.0
4757;Haute_Saone;2016;5.25;16990.0;89197.5
4758;Haute_Saone;2017;6.54;17200.0;112488.0
4759;Haute_Saone;2018;5.99;15410.0;92305.9
4842;Haute_Savoie;1982;4.02389;5650.0;22735.0
4843;Haute_Savoie;1983;3.60377;5300.0;19100.0
4844;Haute_Savoie;1984;4.6;6000.0;27600.0
4845;Haute_Savoie;1985;4.46667;6000.0;26800.0
4846;Haute_Savoie;1986;3.6614;5700.0;20870.0
4847;Haute_Savoie;1987;4.3;6500.0;27950.0
4848;Haute_Savoie;1988;4.27959;4900.0;20970.0
4849;Haute_Savoie;1989;;4400.0;22800.0
4850;Haute_Savoie;1990;5.39583;4503.0;24297.4
4851;Haute_Savoie;1991;5.54484;4507.0;24990.6
4852;Haute_Savoie;1992;5.06773;4509.0;22850.4
4853;Haute_Savoie;1993;5.27783;3911.0;20641.6
4854;Haute_Savoie;1994;5.13293;3814.0;19577.0
4855;Haute_Savoie;1995;5.31337;3215.0;17082.5
4856;Haute_Savoie;1996;5.10111;3419.0;17440.7
4857;Haute_Savoie;1997;4.95711;3623.0;17959.6
4858;Haute_Savoie;1998;5.80143;3626.0;21036.0
4859;Haute_Savoie;1999;4.89802;3530.0;17290.0
4860;Haute_Savoie;2000;5.87988;3330.0;19580.0
4861;Haute_Savoie;2001;4.42717;3213.0;14224.5
4862;Haute_Savoie;2002;5.5004;3037.0;16704.7
4863;Haute_Savoie;2003;4.50522;3254.0;14660.0
4864;Haute_Savoie;2004;6.24884;3010.0;18809.0
4865;Haute_Savoie;2005;6.08353;3060.0;18615.6
4866;Haute_Savoie;2006;5.74298;3027.0;17384.0
4867;Haute_Savoie;2007;5.46188;2815.0;15375.2
4868;Haute_Savoie;2008;4.62992;2721.0;12598.0
4869;Haute_Savoie;2009;6.18724;2673.0;16538.5
4870;Haute_Savoie;2010;6.0302;2424.0;14617.2
4871;Haute_Savoie;2011;6.32609;2300.0;14550.0
4872;Haute_Savoie;2012;5.88889;2160.0;12720.0
4873;Haute_Savoie;2013;6.05388;2190.0;13258.0
4874;Haute_Savoie;2014;6.1;2255.0;13702.5
4875;Haute_Savoie;2015;;2450.0;16812.5
4876;Haute_Savoie;2016;5.64;2490.0;14043.6
4877;Haute_Savoie;2017;5.86;2455.0;14386.3
4878;Haute_Savoie;2018;6.28;2325.0;14601.0
4961;Haute_Vienne;1982;2.81617;8608.0;24241.6
4962;Haute_Vienne;1983;2.3125;5600.0;12950.0
4963;Haute_Vienne;1984;3.30317;6300.0;20810.0
4964;Haute_Vienne;1985;2.93846;5200.0;15280.0
4965;Haute_Vienne;1986;1.97325;5709.0;11265.3
4966;Haute_Vienne;1987;3.68571;7000.0;25800.0
4967;Haute_Vienne;1988;3.06526;4750.0;14560.0
4968;Haute_Vienne;1989;3.17826;4600.0;14620.0
4969;Haute_Vienne;1990;4.00413;4601.0;18423.0
4970;Haute_Vienne;1991;3.97757;4503.0;17911.0
4971;Haute_Vienne;1992;3.96653;4805.0;19059.2
4972;Haute_Vienne;1993;4.33578;5008.0;21713.6
4973;Haute_Vienne;1994;4.01739;5111.0;20532.9
4974;Haute_Vienne;1995;3.76495;4611.0;17360.2
4975;Haute_Vienne;1996;4.58567;4312.0;19773.4
4976;Haute_Vienne;1997;4.23987;5016.0;21267.2
4977;Haute_Vienne;1998;4.93523;4616.0;22781.0
4978;Haute_Vienne;1999;4.64628;4840.0;22488.0
4979;Haute_Vienne;2000;4.63938;4520.0;20970.0
4980;Haute_Vienne;2001;4.43743;4686.0;20793.8
4981;Haute_Vienne;2002;4.92946;4976.0;24529.0
4982;Haute_Vienne;2003;4.19111;5672.0;23772.0
4983;Haute_Vienne;2004;4.94789;5270.0;26075.4
4984;Haute_Vienne;2005;5.45391;5598.0;30531.0
4985;Haute_Vienne;2006;5.54857;5802.0;32192.8
4986;Haute_Vienne;2007;4.12111;5719.0;23568.6
4987;Haute_Vienne;2008;4.71222;5721.0;26958.6
4988;Haute_Vienne;2009;5.31845;6103.0;32458.5
4989;Haute_Vienne;2010;4.5298;5470.0;24778.0
4990;Haute_Vienne;2011;4.52239;5270.0;23833.0
4991;Haute_Vienne;2012;5.05385;5200.0;26280.0
4992;Haute_Vienne;2013;5.16132;5300.0;27355.0
4993;Haute_Vienne;2014;5.6;5400.0;30400.0
4994;Haute_Vienne;2015;5.8;5500.0;32160.0
4995;Haute_Vienne;2016;4.0;5800.0;23200.0
4996;Haute_Vienne;2017;5.53;5495.0;30387.35
4997;Haute_Vienne;2018;4.96;5520.0;27379.2
5080;Hautes_Alpes;1982;3.37442;8600.0;29020.0
5081;Hautes_Alpes;1983;3.68275;8150.0;30014.4
5082;Hautes_Alpes;1984;3.19268;8200.0;26180.0
5083;Hautes_Alpes;1985;3.9093;8600.0;33620.0
5084;Hautes_Alpes;1986;;7380.0;19410.0
5085;Hautes_Alpes;1987;3.60634;5840.0;21061.0
5086;Hautes_Alpes;1988;3.40052;5760.0;19587.0
5087;Hautes_Alpes;1989;3.19897;5830.0;18650.0
5088;Hautes_Alpes;1990;3.55594;5810.0;20660.0
5089;Hautes_Alpes;1991;3.37874;6350.0;21455.0
5090;Hautes_Alpes;1992;4.2;6050.0;25410.0
5091;Hautes_Alpes;1993;4.5;5770.0;25965.0
5092;Hautes_Alpes;1994;3.95445;5840.0;23094.0
5093;Hautes_Alpes;1995;4.00244;5525.0;22113.5
5094;Hautes_Alpes;1996;4.27;5000.0;21350.0
5095;Hautes_Alpes;1997;3.76804;4975.0;18746.0
5096;Hautes_Alpes;1998;4.1561;4920.0;20448.0
5097;Hautes_Alpes;1999;4.0093;4300.0;17240.0
5098;Hautes_Alpes;2000;3.79749;4780.0;18152.0
5099;Hautes_Alpes;2001;3.96943;4387.0;17413.9
5100;Hautes_Alpes;2002;4.0893;4374.0;17886.6
5101;Hautes_Alpes;2003;3.35931;4021.0;13507.8
5102;Hautes_Alpes;2004;3.36395;4058.0;13650.9
5103;Hautes_Alpes;2005;2.71551;3740.0;10156.0
5104;Hautes_Alpes;2006;3.02927;3775.0;11435.5
5105;Hautes_Alpes;2007;3.57817;3386.0;12115.7
5106;Hautes_Alpes;2008;3.56273;3721.0;13256.9
5107;Hautes_Alpes;2009;4.7;3939.0;18513.3
5108;Hautes_Alpes;2010;4.7;3609.0;16962.3
5109;Hautes_Alpes;2011;4.5;3652.0;16434.0
5110;Hautes_Alpes;2012;4.6;3460.0;15916.0
5111;Hautes_Alpes;2013;3.84776;3417.0;13147.8
5112;Hautes_Alpes;2014;4.2;3435.0;14550.0
5113;Hautes_Alpes;2015;4.5;3204.0;14418.0
5114;Hautes_Alpes;2016;4.5;3335.0;15007.5
5115;Hautes_Alpes;2017;4.2;3569.0;14989.8
5116;Hautes_Alpes;2018;3.8;3031.0;11517.8
5199;Hautes_pyrenees;1982;3.1;6000.0;18600.0
5200;Hautes_pyrenees;1983;3.59801;6020.0;21660.0
5201;Hautes_pyrenees;1984;4.1;6000.0;24600.0
5202;Hautes_pyrenees;1985;3.9;6000.0;23400.0
5203;Hautes_pyrenees;1986;4.36667;6000.0;26200.0
5204;Hautes_pyrenees;1987;4.6001;6003.0;27614.4
5205;Hautes_pyrenees;1988;4.30046;5208.0;22396.8
5206;Hautes_pyrenees;1989;4.78413;5040.0;24112.0
5207;Hautes_pyrenees;1990;4.6;5000.0;23000.0
5208;Hautes_pyrenees;1991;4.8;5000.0;24000.0
5209;Hautes_pyrenees;1992;5.0;4800.0;24000.0
5210;Hautes_pyrenees;1993;4.2;4000.0;16800.0
5211;Hautes_pyrenees;1994;4.2;3800.0;15960.0
5212;Hautes_pyrenees;1995;5.2;3000.0;15600.0
5213;Hautes_pyrenees;1996;5.0;3720.0;18600.0
5214;Hautes_pyrenees;1997;3.79688;3200.0;12150.0
5215;Hautes_pyrenees;1998;4.236;2500.0;10590.0
5216;Hautes_pyrenees;1999;3.83571;2800.0;10740.0
5217;Hautes_pyrenees;2000;4.15;1800.0;7470.0
5218;Hautes_pyrenees;2001;4.14794;1458.0;6047.7
5219;Hautes_pyrenees;2002;4.83072;1211.0;5850.0
5220;Hautes_pyrenees;2003;3.47172;2019.0;7009.4
5221;Hautes_pyrenees;2004;4.85353;1857.0;9013.0
5222;Hautes_pyrenees;2005;5.27128;1727.0;9103.5
5223;Hautes_pyrenees;2006;5.12737;1750.0;8972.9
5224;Hautes_pyrenees;2007;4.05259;1468.0;5949.2
5225;Hautes_pyrenees;2008;5.40141;1205.0;6508.7
5226;Hautes_pyrenees;2009;4.37056;1491.0;6516.5
5227;Hautes_pyrenees;2010;4.42188;1280.0;5660.0
5228;Hautes_pyrenees;2011;4.32771;967.0;4184.9
5229;Hautes_pyrenees;2012;5.9678;1025.0;6117.0
5230;Hautes_pyrenees;2013;4.99199;999.0;4987.0
5231;Hautes_pyrenees;2014;5.5;1101.0;6025.5
5232;Hautes_pyrenees;2015;5.2;1160.0;6016.0
5233;Hautes_pyrenees;2016;4.99;1140.0;5688.6
5234;Hautes_pyrenees;2017;5.25;1210.0;6352.5
5235;Hautes_pyrenees;2018;4.39;1125.0;4938.75
5318;Hauts_de_Seine;1982;;;
5319;Hauts_de_Seine;1983;;;
5320;Hauts_de_Seine;1984;;;
5321;Hauts_de_Seine;1985;;;
5322;Hauts_de_Seine;1986;;;
5323;Hauts_de_Seine;1987;;;
5324;Hauts_de_Seine;1988;;;
5325;Hauts_de_Seine;1989;;;
5326;Hauts_de_Seine;1990;;;
5327;Hauts_de_Seine;1991;;;
5328;Hauts_de_Seine;1992;;;
5329;Hauts_de_Seine;1993;;;
5330;Hauts_de_Seine;1994;;;
5331;Hauts_de_Seine;1995;;;
5332;Hauts_de_Seine;1996;;;
5333;Hauts_de_Seine;1997;;;
5334;Hauts_de_Seine;1998;;;
5335;Hauts_de_Seine;1999;;;
5336;Hauts_de_Seine;2000;;;
5337;Hauts_de_Seine;2001;;;
5338;Hauts_de_Seine;2002;;;
5339;Hauts_de_Seine;2003;;;
5340;Hauts_de_Seine;2004;;;
5341;Hauts_de_Seine;2005;;;
5342;Hauts_de_Seine;2006;;;
5343;Hauts_de_Seine;2007;;;
5344;Hauts_de_Seine;2008;;;
5345;Hauts_de_Seine;2009;;;
5346;Hauts_de_Seine;2010;;;
5347;Hauts_de_Seine;2011;;;
5348;Hauts_de_Seine;2012;;;
5349;Hauts_de_Seine;2013;;;
5350;Hauts_de_Seine;2014;;0.0;0.0
5351;Hauts_de_Seine;2015;;0.0;0.0
5352;Hauts_de_Seine;2016;;0.0;
5353;Hauts_de_Seine;2017;;0.0;
5354;Hauts_de_Seine;2018;;0.0;
5437;Herault;1982;2.7;1800.0;4860.0
5438;Herault;1983;2.67368;1900.0;5080.0
5439;Herault;1984;3.425;2000.0;6850.0
5440;Herault;1985;3.45;2800.0;9660.0
5441;Herault;1986;2.89194;2258.0;6530.0
5442;Herault;1987;3.09957;3736.0;
5443;Herault;1988;2.76542;1070.0;2959.0
5444;Herault;1989;3.17316;1900.0;6029.0
5445;Herault;1990;2.875;1600.0;4600.0
5446;Herault;1991;3.35714;1400.0;4700.0
5447;Herault;1992;3.10769;1300.0;4040.0
5448;Herault;1993;3.4;1000.0;3400.0
5449;Herault;1994;3.21579;950.0;3055.0
5450;Herault;1995;1.9581;1050.0;2056.0
5451;Herault;1996;3.33333;1050.0;3500.0
5452;Herault;1997;1.90566;1060.0;2020.0
5453;Herault;1998;3.87194;1080.0;4181.7
5454;Herault;1999;3.9;1200.0;4680.0
5455;Herault;2000;4.17812;640.0;2674.0
5456;Herault;2001;4.01565;556.0;2232.7
5457;Herault;2002;4.61867;541.0;2498.7
5458;Herault;2003;4.53713;536.0;2431.9
5459;Herault;2004;4.1783;553.0;2310.6
5460;Herault;2005;3.42184;618.0;2114.7
5461;Herault;2006;2.87785;1097.0;3157.0
5462;Herault;2007;3.55919;1316.0;4683.9
5463;Herault;2008;3.0;1254.0;3762.0
5464;Herault;2009;3.0;1196.0;3588.0
5465;Herault;2010;4.01545;1301.0;5224.1
5466;Herault;2011;3.84058;1380.0;5300.0
5467;Herault;2012;3.7296;1385.0;5165.5
5468;Herault;2013;3.94502;1455.0;5740.0
5469;Herault;2014;;1490.0;3995.0
5470;Herault;2015;3.7;1650.0;6078.0
5471;Herault;2016;3.43;1415.0;4853.45
5472;Herault;2017;3.68;1435.0;5280.8
5473;Herault;2018;3.48;1355.0;4715.4
5556;Ille_et_Vilaine;1982;2.84982;33221.0;94674.0
5557;Ille_et_Vilaine;1983;3.79203;25720.0;97531.0
5558;Ille_et_Vilaine;1984;5.11611;26190.0;133991.0
5559;Ille_et_Vilaine;1985;4.38014;29200.0;127900.0
5560;Ille_et_Vilaine;1986;4.8087;26215.0;126060.0
5561;Ille_et_Vilaine;1987;5.10822;27250.0;139199.0
5562;Ille_et_Vilaine;1988;4.92434;26830.0;132120.0
5563;Ille_et_Vilaine;1989;3.50493;25370.0;88920.0
5564;Ille_et_Vilaine;1990;;20669.0;81363.0
5565;Ille_et_Vilaine;1991;5.78472;14402.0;83311.6
5566;Ille_et_Vilaine;1992;5.79534;13962.0;80914.6
5567;Ille_et_Vilaine;1993;4.8918;12683.0;62042.7
5568;Ille_et_Vilaine;1994;5.19461;12256.0;63665.2
5569;Ille_et_Vilaine;1995;5.68063;10325.0;58652.5
5570;Ille_et_Vilaine;1996;6.0957;9309.0;56744.9
5571;Ille_et_Vilaine;1997;5.86476;9931.0;58242.9
5572;Ille_et_Vilaine;1998;5.58875;8888.0;49672.8
5573;Ille_et_Vilaine;1999;5.87;8000.0;46960.0
5574;Ille_et_Vilaine;2000;5.828;10000.0;58280.0
5575;Ille_et_Vilaine;2001;5.25452;10436.0;54836.2
5576;Ille_et_Vilaine;2002;6.25471;8868.0;55466.8
5577;Ille_et_Vilaine;2003;5.94869;9793.0;58255.5
5578;Ille_et_Vilaine;2004;6.74546;9222.0;62206.6
5579;Ille_et_Vilaine;2005;6.45254;10619.0;68519.5
5580;Ille_et_Vilaine;2006;6.21965;13432.0;83542.4
5581;Ille_et_Vilaine;2007;5.52706;13294.0;73476.8
5582;Ille_et_Vilaine;2008;6.78307;14353.0;97357.4
5583;Ille_et_Vilaine;2009;7.0261;16458.0;115635.6
5584;Ille_et_Vilaine;2010;6.56687;14704.0;96559.2
5585;Ille_et_Vilaine;2011;6.77136;12989.0;87953.2
5586;Ille_et_Vilaine;2012;7.1;12850.0;91235.0
5587;Ille_et_Vilaine;2013;7.04839;14415.0;101602.5
5588;Ille_et_Vilaine;2014;7.3;15944.0;117073.0
5589;Ille_et_Vilaine;2015;7.6;19725.0;150690.0
